Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
"09/01/2012","8 Glenshesk Road, Whitehall, Dublin 9","","Dublin","€80,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"09/01/2012","APT 11 HANBURY HALL, HANBURY LANE, MEATH STREET","Dublin 8","Dublin","€80,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/01/2012","Apt 234 The Schooner, Arran Quay, Dublin 7","","Dublin","€107,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/01/2012","1 OAKWAY, CLONDALKIN, DUBLIN 22","","Dublin","€180,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/01/2012","12 Lyons Street, Newcastle","","Dublin","€205,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/01/2012","127 Clonkeen Road, Blackrock","","Dublin","€410,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/01/2012","140 Ashlawn Park, Ballybrack","","Dublin","€190,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/01/2012","15A Vernon Court, Clontarf","Dublin 3","Dublin","€200,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/01/2012","16 Cannonbrook Court, Lucan","","Dublin","€200,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/01/2012","16 Townyard House, Townyard Lane, Malahide","","Dublin","€245,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/01/2012","163 Windmill Road, Crumlin","Dublin 12","Dublin","€170,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/01/2012","18 Cherrywood Grove, Clondalkin, Dublin 22","","Dublin","€137,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/01/2012","20 Fertullagh Road, Cabra, Dublin 7","","Dublin","€140,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/01/2012","20 The Windmill, Sir John Rogersons Quay","Dublin 2","Dublin","€87,500.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"10/01/2012","31 Ballinteer, Ballinteer","Dublin 16","Dublin","€285,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/01/2012","33 Finnswood, Finnstown Cloisters, Lucan","","Dublin","€206,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/01/2012","40 Northbrook Avenue, Northbrook Road, Ranelagh","","Dublin","€353,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/01/2012","5 Tivoli Terrace North, Dun Laoghaire","","Dublin","€342,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/01/2012","52 Hollybrook Road, Clontarf","Dublin 3","Dublin","€600,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/01/2012","7 Clarinda Manor, Dun Laoghaire, County Dublin","","Dublin","€250,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/01/2012","7 MOURNE ROAD, DRIMNAGH","Dublin 12","Dublin","€155,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/01/2012","89 Sycamore Road, Glasnevin","Dublin 11","Dublin","€177,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/01/2012","Clonswords, Ballyboughal","","Dublin","€495,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/01/2012","'Woodside', 18 Shrewsbury Road","Dublin 4","Dublin","€1,700,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/01/2012","1 Eagle Hill Avenue, Terenure Road East, Dubliln 6W","","Dublin","€275,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/01/2012","121 Ballygall Crescent, Finglas, Dublin 11","Dublin 11","Dublin","€60,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/01/2012","127 VERDEMONT, BLANCHARDSTOWN, DUBLIN 15","","Dublin","€170,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/01/2012","130 Captains Road, Crumlin","","Dublin","€120,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/01/2012","144 Tritonville Road, Sandymount","Dublin 4","Dublin","€985,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/01/2012","15 Mannix Road, Glasnevin, Dublin","","Dublin","€240,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/01/2012","28 Kickham Road, Inchicore, Dublin 8","","Dublin","€185,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/01/2012","34 Oak Hall, The Hill, Malahide","","Dublin","€273,237.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"11/01/2012","6 Cappagh Drive, Finglas","","Dublin","€80,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/01/2012","6 Maple Grove, Rathcoole, Co.Dublin","","Dublin","€128,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/01/2012","6 Millstead, Blanchardstown","","Dublin","€220,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/01/2012","St Marys Drive, Walkinstown","Dublin 12","Dublin","€195,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"12/01/2012","11 Salem Court, Maxwell Road, Rathmines","","Dublin","€140,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2012","144 Rialto Cottages, Rialto, Dublin 8","","Dublin","€76,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2012","16 Park Lane, Sandymount","Dublin 4","Dublin","€485,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2012","17 Willow Road, Dundrum","Dublin 14","Dublin","€316,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2012","178 Cherry Orchard Avenue, Ballyfermot","Dublin 10","Dublin","€57,350.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"12/01/2012","17, Rosemount Way, Dundrum","","Dublin","€83,875.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"12/01/2012","18 Wainsfort Park, Terenure, Dublin 6w","","Dublin","€402,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2012","21 Templeview Downs, Clarehall","","Dublin","€205,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2012","24 Brighton road, Rathgar, Dublin 6","","Dublin","€715,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2012","25 Maywood Avenue, Raheny","Dublin 5","Dublin","€365,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2012","26 Dunmore Park, Kingswood","","Dublin","€24,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"12/01/2012","28  Abington, Malahide","","Dublin","€1,425,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2012","296 sutton park, sutton","Dublin 13","Dublin","€410,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2012","30 Selskar Avenue, Skerries","","Dublin","€345,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2012","34 Ennel Park, Artane","Dublin 5","Dublin","€152,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2012","38 Stoneybatter, Dublin 7","Dublin 7","Dublin","€46,250.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2012","40 Dundela Park, Sandycove","","Dublin","€480,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2012","40 Lansdowne Wood, Lansdowne Road, Ballsbridge","Dublin 4","Dublin","€427,313.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"12/01/2012","41 Elm Road, Donnycarney","","Dublin","€129,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2012","53 Maple Manor, Johnston Road, Cabinteely","","Dublin","€302,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2012","6 Beverton Wood, Donabate","","Dublin","€270,000.00","No","Yes","New Dwelling house /Apartment","greater than 125 sq metres"
"12/01/2012","8 Riverside Drive, Castlepark, Rathfarnham","","Dublin","€700,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2012","95 Castlebyrne Park, Blackrock","","Dublin","€200,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2012","99 Braemor Road, Churchtown","","Dublin","€320,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2012","Apartment 12  Block B, Corofin House  Clare Village, Dublin 17","Baile ?tha Cliath 17","Dublin","€115,045.00","No","Yes","Teach/?ras?n C?naithe Nua","n?os l? n? 38 m?adar cearnach"
"12/01/2012","Apartment 24 Symphony House, Adelaide Road, Dublin 2","Dublin 2","Dublin","€200,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2012","Apartment 48, Smithfield Gate, Dublin 7","","Dublin","€106,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2012","Apartment 8, Block 1, Clarion Quay","Dublin 1","Dublin","€280,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2012","10 Castleview Park, Swords","","Dublin","€200,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2012","102 Dromheath Avenue, Mulhuddart, Dublin 15","","Dublin","€60,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"13/01/2012","105 The Cubes 1, Beacon South Quarter, Sandyford","","Dublin","€152,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2012","114 Navan Road, Dublin 7","Dublin 7","Dublin","€245,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2012","12 Woodlands Drive, Dun Laoghaire","","Dublin","€330,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2012","13 Proby Park, Barnhill Road, Dalkey","","Dublin","€399,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2012","138 santry close, santry","Dublin 9","Dublin","€240,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2012","145 Edenmore Crescent, Raheny","Dublin 5","Dublin","€105,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"13/01/2012","15 Barton Court, Barton Road East, Rathfarnham","Dublin 14","Dublin","€287,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2012","2 Mount Garrett Close, Tyrrellstown","","Dublin","€70,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2012","21 Aulden Grange, Santry, Dublin 9","","Dublin","€220,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2012","31 Limekiln Park, Greenhills","","Dublin","€247,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2012","33 Raglan Road, Ballsbridge","Dublin 4","Dublin","€3,125,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2012","341 Clontarf Road, Clontarf, Dublin 3","","Dublin","€960,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2012","5 Westbourne Lawns, Clondalkin, Dublin 22","","Dublin","€130,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2012","50 Mount Anville Wood, Goatstown","Dublin 14","Dublin","€435,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2012","6 Deans Court, Kill Lane, Deansgrange/Blackrock","","Dublin","€280,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2012","7 Somerton, Donabate","","Dublin","€290,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2012","71 Annadale Drive, Marino, Dublin 3","Dublin 3","Dublin","€195,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2012","Apartment 27, Salthill, Monkstown","","Dublin","€505,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2012","Apt 83 The William Bligh, The Gasworks, Barrow Street","Dublin 4","Dublin","€158,600.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"13/01/2012","Apt. 50 Woodview, Mount Merrion Avenue, Blackrock","","Dublin","€295,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2012","No. 3 St.Grellan's Court, Monkstown","","Dublin","€370,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2012","37 Westhaven, Clonsilla, Dublin","","Dublin","€133,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2012","1 Seagrave Close, Meakstown","","Dublin","€180,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2012","124  Errigal Road, Drimnagh","","Dublin","€200,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"16/01/2012","13 Lavarna Road, Terenure","Dublin 16","Dublin","€475,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2012","193 Collins Avenue West, Dublin 9","Dublin 9","Dublin","€308,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2012","229 The Rise, Belgard Heights, Tallaght","","Dublin","€182,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2012","23 Grange Manor Road, Grange Manor, Rathfarnham","","Dublin","€230,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2012","25 Sandyford Downs, Sandyford","","Dublin","€310,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2012","28 FLEMING ROAD, DRUMCONDRA","Dublin 9","Dublin","€195,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2012","3 Cowper Drive, Ranelagh, Dublin 6","","Dublin","€755,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2012","30 Mount Gandon, Lucan, Co. Dublin","","Dublin","€255,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2012","33 KILL AVENUE, DUN LAOGHAIRE, CO DUBLIN","","Dublin","€240,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2012","34 Rockfield Avenue, Perrystown","","Dublin","€410,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2012","39C Smithfield Market, Smithfield","","Dublin","€200,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2012","496  ballyfermot road, ballyfermot, dublin 10","","Dublin","€145,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2012","51 Cedarmount Road, Mount Merrion","","Dublin","€360,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2012","65 Bremore Castle, Balbriggan","","Dublin","€85,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2012","71 Brighton Square, Rathgar, Dublin 6","","Dublin","€400,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"16/01/2012","77 Colepark Drive, Ballyfermot, Dublin 10","","Dublin","€295,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2012","77 Grangewood, Rathfarnham, Dublin 16","Dublin 16","Dublin","€375,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2012","86 Shanagarry, Milltown","Dublin 6","Dublin","€270,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2012","Apartment 19, St Lawrence's Glen, Kilmainham","Dublin 10","Dublin","€90,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/01/2012","1 Beechpark Crescent, Castleknock, Dublin 15","","Dublin","€425,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/01/2012","10 Coolatree Road, Beaumont","Dublin 9","Dublin","€307,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/01/2012","13 Garvillw Road, Rathgar, Dublin 6","","Dublin","€435,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/01/2012","13 glencarrig drive, firhouse, tallaght","","Dublin","€241,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/01/2012","15 Ostman Place, Stoneybatter, Dublin 7","","Dublin","€85,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"17/01/2012","26 Marlfield Mall, Kiltipper","","Dublin","€70,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/01/2012","27 Riverwood Gardens, Castleknock","","Dublin","€255,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/01/2012","4 Redesdale Court, Mount Merrion","","Dublin","€255,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/01/2012","63 Marlborough Court, Marlborough Street","","Dublin","€92,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/01/2012","65 Ard Cian Park, Swords, County Dublin","","Dublin","€124,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"17/01/2012","65 Beneavin Road, Glasnevin, Dublin 11","Dublin 11","Dublin","€280,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/01/2012","7 dowland road, walkinstown, dublin 12","","Dublin","€185,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/01/2012","8 Johnsbridge Grove, Lucan","","Dublin","€202,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/01/2012","8 SHREWSBURY ROAD, BALLSBRIDGE, DUBLIN 4","Dublin 4","Dublin","€5,200,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/01/2012","Apartment 22, 31  James's Walk, Rialto","","Dublin","€205,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"17/01/2012","Apartment 56 Elmfield Court, 9th.Lock, Clondalkin","Dublin 22","Dublin","€92,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/01/2012","Oldtown, County Dublin","","Dublin","€110,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2012","'Lenco', 159 Dublin Road, Sutton","","Dublin","€100,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"18/01/2012","126 Clonkeen Road, Blackrock, Co. Dublin","","Dublin","€335,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2012","15 Fonthill Park, Rathfarnham, Dublin 14","","Dublin","€345,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2012","15 Somerset Street, Ringsend, Dublin 4.","Dublin 4","Dublin","€175,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2012","175 Ben Madigan Road, Drimnagh","Dublin 12","Dublin","€85,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2012","19 Beverton Drive, Donabate, Co. Dublin","","Dublin","€260,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2012","21 Hazel Avenue, Stillorgan","","Dublin","€485,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2012","25 Gullistan Cottages, Rathmines, Dublin6","","Dublin","€145,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2012","41 Hillside Park, Rathfarnham","","Dublin","€380,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2012","5 Lennox Terrace, Portobello, Dublin 8","Dublin 8","Dublin","€252,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2012","53 Drumfinn Avenue, Ballyfermot","Dublin 10","Dublin","€125,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2012","6 Forest Avenue, Kingswood, Tallaght","","Dublin","€155,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2012","6 Templecourt, Northwood, Santry","","Dublin","€235,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2012","73 Johnstown Park, Cabinteely","","Dublin","€290,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2012","9 Mourne Road, Drimnagh","Dublin 12","Dublin","€155,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2012","Apartment 10, The Parklands, Rathfarnham","","Dublin","€145,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2012","Apartment 20H, Rathbore Drive, Earlswood","","Dublin","€125,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2012","Coundon House, Killiney Avenue, Killiney","","Dublin","€1,175,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/01/2012","130 Le Fanu Road, Ballyfermot","","Dublin","€135,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/01/2012","157 Briarwood Close, Clonsilla, Dublin 15","","Dublin","€125,500.00","No","No","Second-Hand Dwelling house /Apartment",""
