SMALL_AREA,OBJECTID,GUID,NUTS1,NUTS1NAME,NUTS2,NUTS2NAME,NUTS3,NUTS3NAME,COUNTY,COUNTYNAME,CSOED,OSIED,EDNAME,SA_PUB2011,GEOGID,ESRI_OID,Shape__Are,Shape__Len,Cluster
267103005,17234,4c07d11e-3660-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,SD,South Dublin,3017,267103,Lucan-St. Helen's,267103005,A267103005,17234,6.03E-06,0.011939492,4
267099008,17235,4c07d11e-3791-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4026,267099,Kinsaley,267099008,A267099008,17235,6.32E-06,0.011560065,2
268135015,17236,4c07d11e-3966-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,NA,Dublin City,2141,268135,Rathmines West D,268135015,A268135015,17236,1.59E-06,0.005931833,3
268135017,17237,4c07d11e-3973-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,NA,Dublin City,2141,268135,Rathmines West D,268135017,A268135017,17237,6.86E-07,0.00350225,1
268132027,17238,4c07d11e-3974-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,NA,Dublin City,2138,268132,Rathmines West A,268132027,A268132027,17238,1.56E-06,0.005448539,7
268137014,17239,4c07d11e-3975-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,NA,Dublin City,2143,268137,Rathmines West F,268137014,A268137014,17239,1.01E-06,0.004323242,1
268132020,17240,4c07d11e-3976-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,NA,Dublin City,2138,268132,Rathmines West A,268132020,A268132020,17240,7.92E-07,0.004467257,1
268154010,17241,4c07d11e-3943-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,NA,Dublin City,2158,268154,Walkinstown A,268154010,A268154010,17241,1.53E-06,0.005687738,2
268123007,17242,4c07d11e-3749-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2084,268123,Priorswood E,268123007,A268123007,17242,7.03E-06,0.012043984,4
267004003,17243,4c07d11e-37d6-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4004,267004,Baldoyle,267004003,A267004003,17243,5.81E-06,0.012962549,4
267132010,17244,4c07d11e-375b-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4036,267132,Swords-Forrest,267132010,A267132010,17244,3.49E-06,0.011266595,2
268077007,17245,4c07d11e-3771-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,NA,Dublin City,2065,268077,Harmonstown B,268077007,A268077007,17245,4.77E-06,0.012495255,3
268077006,17246,4c07d11e-3772-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,NA,Dublin City,2065,268077,Harmonstown B,268077006,A268077006,17246,8.18E-06,0.012030927,3
267028104,17247,4c07d11e-3705-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4009,267028,Blanchardstown-Blakestown,267028104,A267028104,17247,4.44E-06,0.008452075,2
267099003,17248,4c07d11e-3792-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4026,267099,Kinsaley,267099003,A267099003,17248,4.52E-06,0.009575054,2
267099005,17249,4c07d11e-3793-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4026,267099,Kinsaley,267099005,A267099005,17249,2.27E-06,0.009381113,2
268062009,17250,4c07d11e-377f-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2050,268062,Edenmore,268062009,A268062009,17250,4.53E-06,0.015101417,3
267108011,17251,4c07d11e-3950-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,SD,South Dublin,3019,267108,Palmerston Village,267108011,A267108011,17251,2.76E-06,0.007591746,3
268078009,17252,4c07d11e-3951-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,NA,Dublin City,2106,268078,Inchicore A,268078009,A268078009,17252,1.39E-06,0.005124682,3
268037004,17253,4c07d11e-3952-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,NA,Dublin City,2094,268037,Chapelizod,268037004,A268037004,17253,2.26E-06,0.006461717,1
268083011,17254,4c07d11e-3953-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,NA,Dublin City,2108,268083,Kilmainham A,268083011,A268083011,17254,1.14E-06,0.004329916,2
268083007,17255,4c07d11e-3954-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,NA,Dublin City,2108,268083,Kilmainham A,268083007,A268083007,17255,2.36E-06,0.006529719,3
267104023,17256,4c07d11e-3b47-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4028,267104,Lusk,267104023,A267104023,17256,3.17E-06,0.009192661,2
267132015,17257,4c07d11e-3768-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4036,267132,Swords-Forrest,267132015,A267132015,17257,3.80E-06,0.009327535,2
267132009,17258,4c07d11e-3769-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4036,267132,Swords-Forrest,267132009,A267132009,17258,3.43E-06,0.009273169,2
267028063,17259,4c07d11e-366a-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4009,267028,Blanchardstown-Blakestown,267028063,A267028063,17259,3.88E-06,0.009779517,5
267028070,17260,4c07d11e-3706-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4009,267028,Blanchardstown-Blakestown,267028070,A267028070,17260,7.07E-06,0.011514788,2
267029030,17261,4c07d11e-36a0-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4010,267029,Blanchardstown-Coolmine,267029030,A267029030,17261,6.21E-06,0.01206898,5
267029014,17262,4c07d11e-36a1-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4010,267029,Blanchardstown-Coolmine,267029014,A267029014,17262,5.28E-06,0.010653999,5
267028075,17263,4c07d11e-3716-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4009,267028,Blanchardstown-Blakestown,267028075,A267028075,17263,7.30E-06,0.012191186,2
267029006,17264,4c07d11e-36ae-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4010,267029,Blanchardstown-Coolmine,267029006,A267029006,17264,4.51E-06,0.010094575,5
267031014,17265,4c07d11e-36af-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4012,267031,Blanchardstown-Delwood,267031014,A267031014,17265,6.77E-06,0.010724543,4
267029020,17269,4c07d11e-36c6-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4010,267029,Blanchardstown-Coolmine,267029020,A267029020,17269,3.84E-06,0.008049798,6
267029022,17270,4c07d11e-36c7-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4010,267029,Blanchardstown-Coolmine,267029022,A267029022,17270,4.41E-06,0.008772244,6
267101014,17271,4c07d11e-3698-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,SD,South Dublin,3016,267101,Lucan Heights,267101014,A267101014,17271,6.00E-06,0.011759308,3
267028058,17272,4c07d11e-366b-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4009,267028,Blanchardstown-Blakestown,267028058,A267028058,17272,4.46E-06,0.00999755,5
267028012,17273,4c07d11e-36d2-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4009,267028,Blanchardstown-Blakestown,267028012,A267028012,17273,6.14E-06,0.010963608,5
267028011,17274,4c07d11e-36d3-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4009,267028,Blanchardstown-Blakestown,267028011,A267028011,17274,5.73E-06,0.012129293,3
267029023,17275,4c07d11e-36de-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4010,267029,Blanchardstown-Coolmine,267029023,A267029023,17275,5.82E-06,0.012056097,6
267029026,17276,4c07d11e-36df-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4010,267029,Blanchardstown-Coolmine,267029026,A267029026,17276,4.38E-06,0.009877383,6
267030006,17277,4c07d11e-36e0-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4011,267030,Blanchardstown-Corduff,267030006,A267030006,17277,7.48E-06,0.012424202,6
267134021,17278,4c07d11e-3ab1-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4039,267134,Swords-Seatown,267134021,A267134021,17278,4.27E-06,0.009608058,5
267110008,17279,4c07d11e-3aea-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4031,267110,Portmarnock North,267110008,A267110008,17279,5.97E-06,0.010649566,4
268132010,17280,4c07d11e-3977-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,NA,Dublin City,2138,268132,Rathmines West A,268132010,A268132010,17280,2.79E-06,0.006739109,1
268132019,17281,4c07d11e-3978-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,NA,Dublin City,2138,268132,Rathmines West A,268132011/268132019,A268132011/268132019,17281,1.68E-06,0.005451571,1
268123008,17284,4c07d11e-3753-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2084,268123,Priorswood E,268123008,A268123008,17284,5.07E-06,0.009671075,6
267100033,17287,4c07d11e-36a9-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,SD,South Dublin,3015,267100,Lucan-Esker,267100033,A267100033,17287,5.28E-06,0.010559668,5
268075001,17288,4c07d11e-377e-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2063,268075,Grange E,268075001,A268075001,17288,6.00E-06,0.010670393,3
268159007,17289,4c07d11e-38f4-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2092,268159,Whitehall C,268159007,A268159007,17289,8.77E-06,0.014080821,3
268021002,17290,4c07d11e-376e-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2021,268021,Beaumont A,268021002,A268021002,17290,3.63E-06,0.013591295,3
268120006,17291,4c07d11e-3797-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2083,268120,Priorswood D,268120006,A268120006,17291,6.81E-06,0.010726579,3
268119001,17292,4c07d11e-374a-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2082,268119,Priorswood C,268119001,A268119001,17292,4.82E-06,0.009313334,6
267028018,17293,4c07d11e-36bc-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4009,267028,Blanchardstown-Blakestown,267028018,A267028018,17293,5.57E-06,0.012548854,4
268120001,17294,4c07d11e-3754-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2083,268120,Priorswood D,268120001,A268120001,17294,5.51E-06,0.009672108,6
267132008,17295,4c07d11e-376a-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4036,267132,Swords-Forrest,267132008,A267132008,17295,2.48E-06,0.007459735,2
267132006,17296,4c07d11e-376b-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4036,267132,Swords-Forrest,267132006,A267132006,17296,2.55E-06,0.008142812,2
267132036,17297,4c07d11e-376c-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4036,267132,Swords-Forrest,267132036,A267132036,17297,4.06E-06,0.009628884,2
268062003,17298,4c07d11e-3798-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2050,268062,Edenmore,268062003,A268062003,17298,8.00E-06,0.012399794,3
268074009,17299,4c07d11e-3809-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2062,268074,Grange D,268074009,A268074009,17299,4.30E-06,0.00981427,3
268073001,17300,4c07d11e-380a-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2061,268073,Grange C,268073001,A268073001,17300,5.74E-06,0.010639828,3
267029003,17301,4c07d11e-36a2-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4010,267029,Blanchardstown-Coolmine,267029003,A267029003,17301,4.78E-06,0.010304553,2
267029004,17302,4c07d11e-36a3-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4010,267029,Blanchardstown-Coolmine,267029004,A267029004,17302,6.10E-06,0.011504468,4
268062006,17303,4c07d11e-3789-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2050,268062,Edenmore,268062006,A268062006,17303,3.87E-06,0.011664906,6
268073009,17304,4c07d11e-373f-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2061,268073,Grange C,268073009,A268073009,17304,5.92E-06,0.011210533,3
268073006,17305,4c07d11e-3740-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2061,268073,Grange C,268073006,A268073006,17305,3.44E-06,0.007633584,3
267029009,17306,4c07d11e-36b0-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4010,267029,Blanchardstown-Coolmine,267029009,A267029009,17306,8.76E-06,0.013808884,4
267032013,17307,4c07d11e-3735-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4013,267032,Blanchardstown-Mulhuddart,267032013,A267032013,17307,3.38E-06,0.009143337,2
267032001,17308,4c07d11e-3736-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4013,267032,Blanchardstown-Mulhuddart,267032001,A267032001,17308,4.68E-06,0.010168968,2
267100055,17309,4c07d11e-36c2-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,SD,South Dublin,3015,267100,Lucan-Esker,267100055,A267100055,17309,5.57E-06,0.010376432,5
268075010,17310,4c07d11e-3799-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2063,268075,Grange E,268075010,A268075010,17310,5.25E-06,0.011324165,6
267028009,17311,4c07d11e-36c8-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4009,267028,Blanchardstown-Blakestown,267028009,A267028009,17311,5.97E-06,0.013766215,3
267028033,17312,4c07d11e-3717-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4009,267028,Blanchardstown-Blakestown,267028033,A267028033,17312,5.59E-06,0.010440749,5
267028032,17313,4c07d11e-3718-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4009,267028,Blanchardstown-Blakestown,267028032,A267028032,17313,5.03E-06,0.01016636,5
267028010,17314,4c07d11e-36d4-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4009,267028,Blanchardstown-Blakestown,267028010,A267028010,17314,3.48E-06,0.008698003,5
267028007,17315,4c07d11e-3728-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4009,267028,Blanchardstown-Blakestown,267028007,A267028007,17315,4.97E-06,0.011354099,4
267028093,17316,4c07d11e-3729-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4009,267028,Blanchardstown-Blakestown,267028093,A267028093,17316,2.43E-06,0.007617096,2
267032008,17317,4c07d11e-372a-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4013,267032,Blanchardstown-Mulhuddart,267032008,A267032008,17317,3.75E-06,0.009441907,5
267109016,17318,4c07d11e-3688-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,SD,South Dublin,3020,267109,Palmerston West,267109016,A267109016,17318,8.02E-06,0.014081347,4
267101008,17319,4c07d11e-36c3-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,SD,South Dublin,3016,267101,Lucan Heights,267101008,A267101008,17319,6.47E-06,0.012586725,4
268088009,17320,4c07d11e-3807-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2069,268088,Kilmore A,268088009,A268088009,17320,4.41E-06,0.01077715,5
267034004,17321,4c07d11e-366c-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4015,267034,Blanchardstown-Tyrrelstown,267034004,A267034004,17321,4.76E-06,0.010228063,6
267101009,17322,4c07d11e-36cc-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,SD,South Dublin,3016,267101,Lucan Heights,267101009,A267101009,17322,5.36E-06,0.010878709,4
267034002,17323,4c07d11e-3678-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4015,267034,Blanchardstown-Tyrrelstown,267034002,A267034002,17323,8.54E-06,0.013584536,6
267158002,17324,4c07d11e-3679-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4041,267158,The Ward,267158002,A267158002,17324,3.89E-06,0.009536426,2
267158003,17325,4c07d11e-367a-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4041,267158,The Ward,267158003,A267158003,17325,4.51E-06,0.009370203,2
267109017,17326,4c07d11e-3689-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,SD,South Dublin,3020,267109,Palmerston West,267109017,A267109017,17326,6.52E-06,0.011253712,4
267108016,17327,4c07d11e-368a-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,SD,South Dublin,3019,267108,Palmerston Village,267108016,A267108016,17327,5.43E-06,0.009324302,3
268037001,17328,4c07d11e-368b-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,NA,Dublin City,2094,268037,Chapelizod,268037001,A268037001,17328,6.79E-06,0.01122682,4
268088007,17329,4c07d11e-3808-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2069,268088,Kilmore A,268088007,A268088007,17329,4.94E-06,0.00875735,5
268119007,17330,4c07d11e-374b-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2082,268119,Priorswood C,268119007,A268119007,17330,3.37E-06,0.007505101,6
268122001,17331,4c07d11e-374c-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2081,268122,Priorswood B,268122001,A268122001,17331,4.59E-06,0.012519741,6
267100072,17332,4c07d11e-36cd-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,SD,South Dublin,3015,267100,Lucan-Esker,267100072,A267100072,17332,5.23E-06,0.00929927,2
267100068,17333,4c07d11e-36ce-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,SD,South Dublin,3015,267100,Lucan-Esker,267100068,A267100068,17333,5.27E-06,0.010815072,6
267100064,17334,4c07d11e-3700-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,SD,South Dublin,3015,267100,Lucan-Esker,267100064,A267100064,17334,6.36E-06,0.010419308,5
268121005,17335,4c07d11e-375f-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2080,268121,Priorswood A,268121005,A268121005,17335,4.77E-06,0.01105503,4
267100089,17336,4c07d11e-36da-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,SD,South Dublin,3015,267100,Lucan-Esker,267100089,A267100089,17336,4.61E-06,0.013510961,5
267100069,17337,4c07d11e-36db-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,SD,South Dublin,3015,267100,Lucan-Esker,267100069,A267100069,17337,6.11E-06,0.013649588,2
268022001,17338,4c07d11e-377c-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2022,268022,Beaumont B,268022001,A268022001,17338,2.71E-06,0.00936435,3
268022008,17339,4c07d11e-37a6-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2022,268022,Beaumont B,268022008,A268022008,17339,7.12E-06,0.012668612,4
268022009,17340,4c07d11e-37a7-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2022,268022,Beaumont B,268022009,A268022009,17340,4.41E-06,0.016365592,4
267130017,17341,4c07d11e-37d5-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4035,267130,Sutton,267130017,A267130017,17341,6.51E-06,0.013031315,4
267032009,17342,4c07d11e-3737-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4013,267032,Blanchardstown-Mulhuddart,267032009,A267032009,17342,3.70E-06,0.009556155,6
268121001,17343,4c07d11e-3760-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2080,268121,Priorswood A,268121001,A268121001,17343,5.15E-06,0.014107875,4
268076008,17344,4c07d11e-3761-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2064,268076,Harmonstown A,268076008,A268076008,17344,5.09E-06,0.011712845,3
267028046,17345,4c07d11e-3708-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4009,267028,Blanchardstown-Blakestown,267028046,A267028046,17345,5.31E-06,0.013483518,5
267028101,17346,4c07d11e-3709-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4009,267028,Blanchardstown-Blakestown,267028101,A267028101,17346,4.89E-06,0.011568379,5
267130004,17347,4c07d11e-380b-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4035,267130,Sutton,267130004,A267130004,17347,3.82E-06,0.014601161,4
267005002,17348,4c07d11e-37bc-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4005,267005,Balgriffin,267005002,A267005002,17348,6.42E-06,0.011259041,5
268122006,17349,4c07d11e-3741-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2081,268122,Priorswood B,268122006,A268122006,17349,6.71E-06,0.012945731,6
268119002,17350,4c07d11e-3742-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2082,268119,Priorswood C,268119002,A268119002,17350,3.86E-06,0.007952656,6
267130008,17351,4c07d11e-37c7-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4035,267130,Sutton,267130008,A267130008,17351,5.27E-06,0.01548512,3
268089004,17352,4c07d11e-37dd-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2070,268089,Kilmore B,268089004,A268089004,17352,3.80E-06,0.011638154,6
268089008,17353,4c07d11e-37de-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2070,268089,Kilmore B,268089008,A268089008,17353,3.66E-06,0.007959198,6
267130010,17354,4c07d11e-37c8-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4035,267130,Sutton,267130010,A267130010,17354,5.67E-06,0.012346659,3
267132025,17355,4c07d11e-3782-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4036,267132,Swords-Forrest,267132025,A267132025,17355,4.03E-06,0.010588109,5
267132030,17356,4c07d11e-3783-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4036,267132,Swords-Forrest,267132030,A267132030,17356,2.68E-06,0.006900152,7
267132035,17357,4c07d11e-3784-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4036,267132,Swords-Forrest,267132035,A267132035,17357,5.19E-06,0.011491051,2
267132031,17358,4c07d11e-3785-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4036,267132,Swords-Forrest,267132031,A267132031,17358,3.19E-06,0.009008157,2
