SMALL_AREA,Cluster
268108002,3
268017003,3
268017018,2
268017012,6
268017020,2
268017011,6
268073010,3
268017010,6
268017009,3
268108001,3
268108013,7
268044008,7
268104002,1
268109016,1
268070020,3
268070012,3
268070013,4
268126008,7
268070007,4
268026001,4
268017008,6
268070009,4
268109002,6
268109001,6
268105015,1
267099010,5
268010013,7
268059006,7
268009012,6
268104011/02,6
268104011/01,6
268109015,6
268009010,6
268009005,3
268059001,3
268009004,3
268047003,3
267099022,5
268008006,4
267099002,2
268008011,4
268008012,3
268126014,4
268124004,4
268074005,4
268124006,3
268125007,3
268073011,3
268008007,4
268089003,3
268089002,3
268089010,6
268022010,3
268059002,3
268058015,7
268070017,7
268160004,7
268049005,7
268070004,4
268049010,7
268048007,7
268048016,7
268138015,1
268139011,1
268138013,1
268138016,1
268050002,4
268048011,1
268044005,4
268048004,1
268070016,4
268096013,3
268096019,1
268070014,5
268070010,4
268070011,3
267079005,7
267058010,7
267058009/02,7
267126008,7
267126005,1
267129007,7
268100008,7
268048017,2
268104001,1
268104004/268104005,1
268104008,1
268104014,1
268104016,6
268104007,6
268096017,3
268109008,1
268109011,1
268143022,1
268143018/02,1
268109009/268109018,1
267003021,3
267003027,3
268138014,1
268025003,4
268046001,3
267131020,5
267133020,2
267133018,2
267134018,2
267134017,2
268109014,1
268151011,6
268085013,1
268085003,2
268084007,1
268084010,1
268070006,4
268047002,3
268046004,3
268042010,4
268045006,4
268102011,1
268102004,1
268102010,1
268161010,3
268161009,3
268150009,1
268109003,3
268043006,4
268042003,3
268042001,4
268042002,5
268042006,4
268043012,4
268043008,4
268042028,7
268042027,4
267123002,2
268138019,6
268138007,6
268138002/01,3
268138009/02,1
268010005,1
268105010,1
267106011,1
267105023,7
268108024,3
268138011,6
268138012,1
268138006,1
268138005,1
268138008,6
268080017,6
268105003,1
268138009/01,1
267123006,5
267123007,5
267123012,5
267105024,7
268151012,2
268103007,1
268101002,7
268100003,1
268158016/03,NA
268158016/02,1
268103008,7
268101003,3
268100001,6
268099001,1
268150008,6
268150007,6
268047006,3
268047007,4
268158014,3
268158007,4
268159001,4
268157007,4
268158010,3
268077002,3
268041006,3
268149007,6
268099004,1
268149003,1
268161003,6
268021005,4
268021006,4
268026004,7
268160007,3
268160011,3
268160008,3
268041009,3
268041010,3
268140008,6
268140003,6
268098008,1
268099021,1
268099017,6
268080014,1
268010001,1
268010004,7
268010006,3
268029002,7
268080002,7
268080013,7
268080012,1
267143008,2
268083012,7
268054016,3
268151004,2
268151005,7
268049006,2
268058004,7
268058005,7
267140039,6
267103016/02,2
267100023,5
268050007,4
268050004,7
268160009,3
268058011/01,2
268058006,7
268049003,1
268050008,3
267066018,2
268016001,6
268015002,6
268016006,6
268050006,3
267158011/01,2
267158020,2
267158010,2
268050005,3
268058003,4
268058002,4
268060008,3
268060006,4
268016008/02,6
268106017,1
268106019,3
268104017,1
268104006,1
267158008,2
267158019,2
267158015,2
267158017,2
267158018,2
267158007,2
267158014,2
267158016,2
267158021,2
267002048,6
268103004,1
268151010,6
268151008,6
268150010,1
267050006,2
267050029,2
267147007,2
267147005,2
267147006,2
267139003,2
267084020,2
267112011,2
267140027,2
267140001,2
267140054,2
267140046,6
267140047,6
268145010,7
268136015,7
268136005,1
268137005,1
268049008,4
268049007,3
268048001,7
268148009,1
267002010,2
268132011,3
268132017,1
268132018,1
268085004,1
267002015,6
267002016,2
267002031,2
267002013,2
268085001/01,1
267002038,4
267003028,3
267003020,2
268016009,6
267104025,2
267065020,5
267002011,2
267104005,5
267104021,6
268046002,3
268148008,1
268148004/03,1
268148004/02,1
268148011,1
267104013,5
267104024,5
268046003,5
268108003,7
267083016,4
267115013,7
267114012,7
267154006,7
268127006,7
267050032,2
268154009,2
268148007,1
268102001,7
267002044,2
267123016,4
267104006,5
268085017,7
268151009,3
268108025,3
268105013,6
268105005,2
267003002,5
267003026,3
267003012,2
267123011,5
267002023,2
267123029,3
267123028,3
267123001,2
267118018,2
267118028,3
267002018,2
